1.951354598999023438e+01,2.014837503433227539e+00
7.863512992858886719e+00,2.227732467651367188e+01
1.961910247802734375e+01,-3.690134525299072266e+00
2.037598419189453125e+01,-1.158553957939147949e+00
1.284291839599609375e+01,1.981822776794433594e+01
2.088026809692382812e+01,7.900331616401672363e-01
1.851225280761718750e+01,5.605229735374450684e-01
1.968934822082519531e+01,2.427873313426971436e-01
2.146539497375488281e+01,1.275194740295410156e+01
1.920783615112304688e+01,-3.503902435302734375e+00
8.267605781555175781e+00,2.246820068359375000e+01
1.804656982421875000e+01,2.032002258300781250e+01
2.074279022216796875e+01,5.082600712776184082e-01
2.032229232788085938e+01,-2.323660135269165039e+00
2.177169990539550781e+01,5.366529464721679688e+00
1.635118103027343750e+01,1.219323158264160156e+01
2.111858558654785156e+01,-4.255039095878601074e-01
1.335475158691406250e+01,1.998438835144042969e+01
1.301549434661865234e+01,1.917921829223632812e+01
2.124734115600585938e+01,-1.134377360343933105e+00
1.906734657287597656e+01,-1.213820576667785645e+00
1.898014640808105469e+01,-2.853545188903808594e+00
2.202593040466308594e+01,1.360862636566162109e+01
1.867255020141601562e+01,-2.755807399749755859e+00
1.946401596069335938e+01,1.731225371360778809e+00
1.431308937072753906e+01,1.924592781066894531e+01
1.426644325256347656e+01,1.928923606872558594e+01
2.071794700622558594e+01,5.898941159248352051e-01
1.876974678039550781e+01,-2.060774564743041992e+00
2.108974647521972656e+01,-1.559742331504821777e+00
1.949830055236816406e+01,-1.542629837989807129e+00
1.336409568786621094e+01,1.970638465881347656e+01
7.836979866027832031e+00,2.165964889526367188e+01
1.910933113098144531e+01,-7.082464098930358887e-01
1.976164627075195312e+01,-2.954428672790527344e+00
1.954915618896484375e+01,-3.739903211593627930e+00
2.028433036804199219e+01,5.137771964073181152e-01
8.766575813293457031e+00,2.245356178283691406e+01
2.161810684204101562e+01,1.353946590423583984e+01
6.580597877502441406e+00,2.196786117553710938e+01
2.059863471984863281e+01,-2.019455194473266602e+00
1.410907268524169922e+01,2.006500816345214844e+01
2.211062240600585938e+01,1.580732917785644531e+01
1.978026199340820312e+01,7.598394155502319336e-01
1.594681835174560547e+01,2.062705612182617188e+01
6.713492393493652344e+00,2.176602172851562500e+01
2.029479217529296875e+01,1.139243483543395996e+00
2.000570487976074219e+01,-3.122397184371948242e+00
2.104417800903320312e+01,1.277480220794677734e+01
2.125594520568847656e+01,-1.324543237686157227e+00
1.567294692993164062e+01,1.467456722259521484e+01
1.587184906005859375e+01,1.491812896728515625e+01
7.288059234619140625e+00,2.173741531372070312e+01
1.972952842712402344e+01,1.002247810363769531e+00
8.716835975646972656e+00,2.243997955322265625e+01
2.430845451354980469e+01,9.473503112792968750e+00
2.118738174438476562e+01,1.515657186508178711e+00
1.822884750366210938e+01,1.598720455169677734e+01
2.242395973205566406e+01,1.537498760223388672e+01
1.970515823364257812e+01,-4.604084968566894531e+00
2.215301322937011719e+01,1.622051620483398438e+01
1.928897666931152344e+01,2.144163131713867188e+00
2.104671287536621094e+01,-2.334825754165649414e+00
2.037058830261230469e+01,-2.475218057632446289e+00
1.649749183654785156e+01,1.966582298278808594e+01
1.924024009704589844e+01,3.605548143386840820e+00
1.921561431884765625e+01,1.795745253562927246e+00
2.107000923156738281e+01,-5.750210285186767578e-01
2.108415985107421875e+01,-5.321003198623657227e-01
2.136181068420410156e+01,1.340399026870727539e+00
2.082854843139648438e+01,1.278541445732116699e+00
1.611495399475097656e+01,1.361541843414306641e+01
1.898946762084960938e+01,-3.504720449447631836e+00
6.371923923492431641e+00,2.178842926025390625e+01
8.253437995910644531e+00,2.249731826782226562e+01
2.173825263977050781e+01,-1.230216026306152344e+00
7.183058738708496094e+00,2.260390663146972656e+01
1.213684558868408203e+01,1.936383628845214844e+01
1.918232345581054688e+01,-3.420357227325439453e+00
1.917587089538574219e+01,-1.413027644157409668e+00
